ENSECAT00000013004.1	SYCE1
ENSECAT00000023425.1	IGF1R
ENSECAT00000000464.1	SYNM
ENSECAT00000009260.1	TTC23
ENSECAT00000010866.1	LRRC28
ENSECAT00000012254.1	MEF2A
ENSECAT00000012278.1	MEF2A
ENSECAT00000012280.1	MEF2A
ENSECAT00000000317.1	LYSMD4
ENSECAT00000000726.1	ADAMTS17
ENSECAT00000000777.1	ADAMTS17
ENSECAT00000013749.1	CERS3
ENSECAT00000020050.1	LINS
ENSECAT00000004079.1	ASB7
ENSECAT00000009544.1	ALDH1A3
ENSECAT00000026076.1	LRRK1
ENSECAT00000011271.1	CHSY1
ENSECAT00000012906.1	SELS
ENSECAT00000021045.1	SNRPA1
ENSECAT00000004651.1	PCSK6
ENSECAT00000024103.1	TM2D3
ENSECAT00000026388.1	TARSL2
ENSECAT00000022218.1	TJP1
ENSECAT00000011888.1	NDNL2
ENSECAT00000028378.1	U6
ENSECAT00000012704.1	FAM189A1
ENSECAT00000016581.1	APBA2
ENSECAT00000016655.1	APBA2
ENSECAT00000005846.1	MCEE
ENSECAT00000006174.1	MPHOSPH10
ENSECAT00000010745.1	FAN1
ENSECAT00000010770.1	FAN1
ENSECAT00000014703.1	MTMR10
ENSECAT00000008800.1	TRPM1
ENSECAT00000009109.1	TRPM1
ENSECAT00000028457.1	eca-mir-211
ENSECAT00000023588.1	OTUD7A
ENSECAT00000028051.1	U6
ENSECAT00000026715.1	CHRFAM7A
ENSECAT00000001195.1	MKRN3
ENSECAT00000001364.1	NDN
ENSECAT00000019401.1	SNRPN
ENSECAT00000029466.1	SNORD107
ENSECAT00000029393.1	SNORD108
ENSECAT00000029673.1	SNORD109A
ENSECAT00000028572.1	SNORD116
ENSECAT00000027275.1	SNORD116
ENSECAT00000028176.1	SNORD116
ENSECAT00000027423.1	SNORD116
ENSECAT00000027601.1	SNORD116
ENSECAT00000028485.1	SNORD116
ENSECAT00000027837.1	SNORD116
ENSECAT00000029252.1	SNORD116
ENSECAT00000029595.1	SNORD116
ENSECAT00000027908.1	SNORD115
ENSECAT00000027240.1	SNORD115
ENSECAT00000027848.1	SNORD115
ENSECAT00000027608.1	SNORD115
ENSECAT00000027316.1	SNORD115
ENSECAT00000028069.1	SNORD115
ENSECAT00000027693.1	SNORD115
ENSECAT00000027684.1	SNORD115
ENSECAT00000028148.1	SNORD115
ENSECAT00000029318.1	SNORD109A
ENSECAT00000006122.1	UBE3A
ENSECAT00000015790.1	ATP10A
ENSECAT00000024116.1	GABRB3
ENSECAT00000006855.1	GABRA5
ENSECAT00000019059.1	GABRG3
ENSECAT00000010293.1	OCA2
ENSECAT00000019649.1	HERC2
ENSECAT00000000502.1	NIPA1
ENSECAT00000006663.1	NIPA2
ENSECAT00000013562.1	CYFIP1
ENSECAT00000007029.1	TUBGCP5
ENSECAT00000002563.1	FAH
ENSECAT00000029697.1	SNORD112
ENSECAT00000019248.1	ZFAND6
ENSECAT00000000095.1	BCL2A1
ENSECAT00000010643.1	KIAA1024
ENSECAT00000011589.1	TMED3
ENSECAT00000004981.1	ANKRD34C
ENSECAT00000027603.1	eca-mir-184
ENSECAT00000015394.1	RASGRF1
ENSECAT00000015427.1	RASGRF1
ENSECAT00000013967.1	CTSH
ENSECAT00000008558.1	MORF4L1
ENSECAT00000026577.1	TBC1D2B
ENSECAT00000010009.1	SH2D7
ENSECAT00000010922.1	CIB2
ENSECAT00000016292.1	IDH3A
ENSECAT00000009358.1	ACSBG1
ENSECAT00000025523.1	DNAJA4
ENSECAT00000006322.1	WDR61
ENSECAT00000016732.1	CRABP1
ENSECAT00000018244.1	IREB2
ENSECAT00000007647.1	HYKK
ENSECAT00000010043.1	PSMA4
ENSECAT00000022859.1	CHRNA5
ENSECAT00000011009.1	CHRNA3
ENSECAT00000000670.1	CHRNB4
ENSECAT00000010147.1	UBE2Q2
ENSECAT00000028883.1	NRG4
ENSECAT00000018795.1	C15orf27
ENSECAT00000002794.1	ETFA
ENSECAT00000009905.1	ISL2
ENSECAT00000016713.1	SCAPER
ENSECAT00000028952.1	SCAPER
ENSECAT00000018533.1	SCAPER
ENSECAT00000029353.1	U6
ENSECAT00000017474.1	RCN2
ENSECAT00000003908.1	PSTPIP1
ENSECAT00000003925.1	PSTPIP1
ENSECAT00000014849.1	TSPAN3
ENSECAT00000023796.1	PEAK1
ENSECAT00000024020.1	HMG20A
ENSECAT00000005689.1	LINGO1
ENSECAT00000008843.1	ODF3L1
ENSECAT00000011131.1	CSPG4
ENSECAT00000016260.1	SNX33
ENSECAT00000018812.1	SNUPN
ENSECAT00000018841.1	SNUPN
ENSECAT00000023624.1	PTPN9
ENSECAT00000026580.1	SIN3A
ENSECAT00000026583.1	SIN3A
ENSECAT00000023838.1	MAN2C1
ENSECAT00000023900.1	MAN2C1
ENSECAT00000001353.1	NEIL1
ENSECAT00000015570.1	COMMD4
ENSECAT00000018735.1	C15orf39
ENSECAT00000020503.1	PPCDC
ENSECAT00000022477.1	SCAMP5
ENSECAT00000003248.1	RPP25
ENSECAT00000000149.1	COX5A
ENSECAT00000010124.1	FAM219B
ENSECAT00000011572.1	MPI
ENSECAT00000016286.1	SCAMP2
ENSECAT00000022587.1	ULK3
ENSECAT00000005900.1	CPLX3
ENSECAT00000009179.1	LMAN1L
ENSECAT00000014515.1	CSK
ENSECAT00000009040.1	CYP1A2
ENSECAT00000015233.1	CYP1A1
ENSECAT00000019108.1	EDC3
ENSECAT00000024012.1	CLK3
ENSECAT00000013672.1	ARID3B
ENSECAT00000015083.1	UBL7
ENSECAT00000000230.1	SEMA7A
ENSECAT00000018951.1	CYP11A1
ENSECAT00000013154.1	CCDC33
ENSECAT00000018256.1	STRA6
ENSECAT00000003484.1	ISLR
ENSECAT00000004350.1	ISLR2
ENSECAT00000006078.1	PML
ENSECAT00000021060.1	STOML1
ENSECAT00000025174.1	LOXL1
ENSECAT00000026904.1	TBC1D21
ENSECAT00000001480.1	C15orf59
ENSECAT00000004496.1	CD276
ENSECAT00000008566.1	NPTN
ENSECAT00000019269.1	REC114
ENSECAT00000019820.1	HCN4
ENSECAT00000026822.1	NEO1
ENSECAT00000026833.1	NEO1
ENSECAT00000026854.1	NEO1
ENSECAT00000026857.1	NEO1
ENSECAT00000027515.1	U6
ENSECAT00000021871.1	ADPGK
ENSECAT00000004208.1	BBS4
ENSECAT00000020910.1	ARIH1
ENSECAT00000010733.1	TMEM202
ENSECAT00000017472.1	PARP6
ENSECAT00000008703.1	PKM
ENSECAT00000015561.1	GRAMD2
ENSECAT00000003690.1	SENP8
ENSECAT00000017832.1	MYO9A
ENSECAT00000017899.1	MYO9A
ENSECAT00000016125.1	NR2E3
ENSECAT00000024573.1	THSD4
ENSECAT00000026212.1	LRRC49
ENSECAT00000014825.1	LARP6
ENSECAT00000017420.1	UACA
ENSECAT00000017483.1	UACA
ENSECAT00000007482.1	TLE3
ENSECAT00000007552.1	TLE3
ENSECAT00000015680.1	KIF23
ENSECAT00000015709.1	KIF23
ENSECAT00000008438.1	PAQR5
ENSECAT00000015715.1	GLCE
ENSECAT00000029391.1	U6
ENSECAT00000015062.1	CORO2B
ENSECAT00000025074.1	ITGA11
ENSECAT00000016329.1	FEM1B
ENSECAT00000018015.1	CLN6
ENSECAT00000023289.1	CALML4
ENSECAT00000008598.1	PIAS1
ENSECAT00000023929.1	MAP2K5
ENSECAT00000027328.1	U6
ENSECAT00000025054.1	SKOR1
ENSECAT00000007918.1	IQCH
ENSECAT00000013887.1	AAGAB
ENSECAT00000021997.1	SMAD3
ENSECAT00000014263.1	SMAD6
ENSECAT00000015035.1	LCTL
ENSECAT00000019503.1	ZWILCH
ENSECAT00000025071.1	RPL4
ENSECAT00000027524.1	SNORD18
ENSECAT00000027702.1	SNORD16
ENSECAT00000027688.1	SNORD18
ENSECAT00000027827.1	SNORD18
ENSECAT00000010321.1	SNAPC5
ENSECAT00000011490.1	MAP2K1
ENSECAT00000004831.1	TIPIN
ENSECAT00000029797.1	SCARNA14
ENSECAT00000007877.1	DIS3L
ENSECAT00000002954.1	MEGF11
ENSECAT00000025568.1	RAB11A
ENSECAT00000026216.1	DENND4A
ENSECAT00000014036.1	SLC24A1
ENSECAT00000020284.1	VWA9
ENSECAT00000024843.1	HACD3
ENSECAT00000011666.1	DPP8
ENSECAT00000026704.1	IGDCC3
ENSECAT00000027675.1	U5
ENSECAT00000028198.1	U5
ENSECAT00000011730.1	PARP16
ENSECAT00000015173.1	CILP
ENSECAT00000017298.1	CLPX
ENSECAT00000028929.1	PDCD7
ENSECAT00000003850.1	KBTBD13
ENSECAT00000009476.1	RASL12
ENSECAT00000012640.1	SLC51B
ENSECAT00000012681.1	MTFMT
ENSECAT00000013576.1	SPG21
ENSECAT00000018364.1	ANKDD1A
ENSECAT00000023710.1	PLEKHQ1
ENSECAT00000023733.1	PLEKHQ1
ENSECAT00000005678.1	PIF1
ENSECAT00000016231.1	RBPMS2
ENSECAT00000019782.1	OAZ2
ENSECAT00000025924.1	ZNF609
ENSECAT00000026654.1	TRIP4
ENSECAT00000029074.1	KIAA0101
ENSECAT00000007224.1	CSNK1G1
ENSECAT00000007226.1	CSNK1G1
ENSECAT00000027485.1	U6
ENSECAT00000018057.1	PPIB
ENSECAT00000018607.1	SNX22
ENSECAT00000020770.1	SNX1
ENSECAT00000010583.1	FAM96A
ENSECAT00000013400.1	DAPK2
ENSECAT00000024505.1	HERC1
ENSECAT00000016805.1	FBXL22
ENSECAT00000018219.1	USP3
ENSECAT00000018420.1	CA12
ENSECAT00000002565.1	APH1B
ENSECAT00000012300.1	RAB8B
ENSECAT00000013773.1	RPS27L
ENSECAT00000015761.1	TPM1
ENSECAT00000023339.1	TLN2
ENSECAT00000023447.1	TLN2
ENSECAT00000023476.1	TLN2
ENSECAT00000028504.1	eca-mir-190a
ENSECAT00000019241.1	VPS13C
ENSECAT00000017477.1	RORA
ENSECAT00000008633.1	ICE2
ENSECAT00000008655.1	ICE2
ENSECAT00000013926.1	ANXA2
ENSECAT00000004051.1	FOXB1
ENSECAT00000024286.1	BNIP2
ENSECAT00000012589.1	GTF2A2
ENSECAT00000004230.1	GCNT3
ENSECAT00000013172.1	FAM81A
ENSECAT00000015911.1	CCNB2
ENSECAT00000026541.1	RNF111
ENSECAT00000011878.1	SLTM
ENSECAT00000020857.1	FAM63B
ENSECAT00000008550.1	ADAM10
ENSECAT00000022385.1	LIPC
ENSECAT00000027466.1	U6
ENSECAT00000013359.1	AQP9
ENSECAT00000016096.1	ALDH1A2
ENSECAT00000012262.1	CGNL1
ENSECAT00000012783.1	TCF12
ENSECAT00000012787.1	TCF12
ENSECAT00000027757.1	SNORA51
ENSECAT00000008641.1	ZNF280D
ENSECAT00000008781.1	ZNF280D
ENSECAT00000022387.1	MNS1
ENSECAT00000026097.1	TEX9
ENSECAT00000002772.1	RFX7
ENSECAT00000010394.1	NEDD4
ENSECAT00000013645.1	PRTG
ENSECAT00000010448.1	PYGO1
ENSECAT00000011564.1	DYX1C1
ENSECAT00000018237.1	CCPG1
ENSECAT00000027895.1	eca-mir-628a
ENSECAT00000001594.1	PIGB
ENSECAT00000010924.1	RAB27A
ENSECAT00000020089.1	RSL24D1
ENSECAT00000027321.1	SNORA25
ENSECAT00000024791.1	UNC13C
ENSECAT00000027828.1	U6
ENSECAT00000007531.1	WDR72
ENSECAT00000007545.1	WDR72
ENSECAT00000028656.1	U4
ENSECAT00000012442.1	ONECUT1
ENSECAT00000029309.1	U2
ENSECAT00000014788.1	FAM214A
ENSECAT00000021502.1	ARPP19
ENSECAT00000024063.1	MYO5A
ENSECAT00000024069.1	MYO5A
ENSECAT00000024070.1	MYO5A
ENSECAT00000011788.1	MYO5C
ENSECAT00000019879.1	GNB5
ENSECAT00000028840.1	BCL2L10
ENSECAT00000008503.1	MAPK6
ENSECAT00000015781.1	LEO1
ENSECAT00000022946.1	TMOD3
ENSECAT00000014081.1	TMOD2
ENSECAT00000027813.1	U6
ENSECAT00000017027.1	LYSMD2
ENSECAT00000017636.1	SCG3
ENSECAT00000001362.1	DMXL2
ENSECAT00000021118.1	GLDN
ENSECAT00000022758.1	CYP19A1
ENSECAT00000004628.1	TNFAIP8L3
ENSECAT00000023924.1	AP4E1
ENSECAT00000008737.1	SPPL2A
ENSECAT00000019830.1	TRPM7
ENSECAT00000025426.1	USP50
ENSECAT00000007330.1	USP8
ENSECAT00000017840.1	GABPB1
ENSECAT00000020634.1	HDC
ENSECAT00000026278.1	SLC27A2
ENSECAT00000021441.1	ATP8B4
ENSECAT00000012768.1	DTWD1
ENSECAT00000014313.1	FAM227B
ENSECAT00000016288.1	FGF7
ENSECAT00000018926.1	GALK2
ENSECAT00000026695.1	COPS2
ENSECAT00000011829.1	SECISBP2L
ENSECAT00000015920.1	SHC4
ENSECAT00000028842.1	CEP152
ENSECAT00000021326.1	FBN1
ENSECAT00000021421.1	FBN1
ENSECAT00000016903.1	DUT
ENSECAT00000021823.1	SLC12A1
ENSECAT00000021833.1	SLC12A1
ENSECAT00000021844.1	SLC12A1
ENSECAT00000006798.1	MYEF2
ENSECAT00000006907.1	MYEF2
ENSECAT00000019866.1	SLC24A5
ENSECAT00000018472.1	SEMA6D
ENSECAT00000021739.1	SLC30A4
ENSECAT00000012557.1	NMES1
ENSECAT00000012879.1	SPATA5L1
ENSECAT00000014879.1	GATM
ENSECAT00000019309.1	SLC28A2
ENSECAT00000018044.1	SHF
ENSECAT00000018119.1	SHF
ENSECAT00000026134.1	DUOX1
ENSECAT00000009304.1	DUOXA1
ENSECAT00000015499.1	DUOXA2
ENSECAT00000019272.1	DUOX2
ENSECAT00000019276.1	DUOX2
ENSECAT00000005957.1	SORD
ENSECAT00000015013.1	C15orf43
ENSECAT00000019602.1	TRIM69
ENSECAT00000001009.1	B2M
ENSECAT00000014198.1	PATL2
ENSECAT00000029156.1	SPG11
ENSECAT00000001341.1	SPG11
ENSECAT00000008981.1	EIF3J
ENSECAT00000012708.1	CTDSPL2
ENSECAT00000017166.1	CASC4
ENSECAT00000021071.1	FRMD5
ENSECAT00000021097.1	FRMD5
ENSECAT00000021142.1	FRMD5
ENSECAT00000013392.1	WDR76
ENSECAT00000014277.1	MFAP1
ENSECAT00000009147.1	HYPK
ENSECAT00000010188.1	SERINC4
ENSECAT00000028329.1	eca-mir-1282
ENSECAT00000016653.1	ELL3
ENSECAT00000021903.1	PDIA3
ENSECAT00000022144.1	CATSPER2
ENSECAT00000022161.1	CATSPER2
ENSECAT00000010350.1	STRC
ENSECAT00000010363.1	STRC
ENSECAT00000018272.1	PPIP5K1
ENSECAT00000018332.1	PPIP5K1
ENSECAT00000024263.1	MAP1A
ENSECAT00000008790.1	TP53BP1
ENSECAT00000008867.1	TP53BP1
ENSECAT00000007168.1	TUBGCP4
ENSECAT00000029805.1	SNORD112
ENSECAT00000012747.1	ZSCAN29
ENSECAT00000015206.1	ADAL
ENSECAT00000015275.1	ADAL
ENSECAT00000000390.1	TGM7
ENSECAT00000009466.1	TGM5
ENSECAT00000024153.1	EPB42
ENSECAT00000012136.1	CCNDBP1
ENSECAT00000026347.1	TMEM62
ENSECAT00000028008.1	SNORD50
ENSECAT00000013490.1	UBR1
ENSECAT00000013510.1	UBR1
ENSECAT00000013720.1	UBR1
ENSECAT00000025875.1	TTBK2
ENSECAT00000015974.1	CDAN1
ENSECAT00000009600.1	SNAP23
ENSECAT00000020864.1	LRRC57
ENSECAT00000025152.1	ZNF106
ENSECAT00000012882.1	CAPN3
ENSECAT00000012886.1	CAPN3
ENSECAT00000026930.1	GANC
ENSECAT00000016022.1	TMEM87A
ENSECAT00000006741.1	VPS39
ENSECAT00000006748.1	VPS39
ENSECAT00000013318.1	PLA2G4F
ENSECAT00000007306.1	PLA2G4D
ENSECAT00000014597.1	PLA2G4E
ENSECAT00000018492.1	EHD4
ENSECAT00000013771.1	SPTBN5
ENSECAT00000022649.1	PLA2G4B
ENSECAT00000009490.1	MAPKBP1
ENSECAT00000009496.1	MAPKBP1
ENSECAT00000009498.1	MAPKBP1
ENSECAT00000007089.1	MGA
ENSECAT00000019516.1	TYRO3
ENSECAT00000018930.1	RPAP1
ENSECAT00000011154.1	LTK
ENSECAT00000020143.1	ITPKA
ENSECAT00000022504.1	RTF1
ENSECAT00000012903.1	NDUFAF1
ENSECAT00000017388.1	NUSAP1
ENSECAT00000020958.1	CHP1
ENSECAT00000022618.1	EXD1
ENSECAT00000025141.1	INO80
ENSECAT00000025173.1	INO80
ENSECAT00000010310.1	CHAC1
ENSECAT00000014007.1	DLL4
ENSECAT00000017396.1	VPS18
ENSECAT00000023182.1	RHOV
ENSECAT00000025692.1	SPINT1
ENSECAT00000011293.1	PPP1R14D
ENSECAT00000012004.1	ZFYVE19
ENSECAT00000021181.1	DNAJC17
ENSECAT00000002260.1	C15orf62
ENSECAT00000007126.1	GCHFR
ENSECAT00000011376.1	RMDN3
ENSECAT00000018765.1	RAD51
ENSECAT00000023877.1	CASC5
ENSECAT00000025962.1	RPUSD2
ENSECAT00000026484.1	C15orf57
ENSECAT00000000891.1	BAHD1
ENSECAT00000008279.1	IVD
ENSECAT00000011140.1	KNSTRN
ENSECAT00000016106.1	DISP2
ENSECAT00000018101.1	C15orf52
ENSECAT00000022347.1	PLCB2
ENSECAT00000023340.1	BUB1B
ENSECAT00000024695.1	BMF
ENSECAT00000000247.1	SRP14
ENSECAT00000001641.1	EIF2AK4
ENSECAT00000026733.1	GPR176
ENSECAT00000026886.1	FSIP1
ENSECAT00000026891.1	FSIP1
ENSECAT00000009707.1	THBS1
ENSECAT00000006844.1	FAM98B
ENSECAT00000010916.1	RASGRP1
ENSECAT00000008836.1	SPRED1
ENSECAT00000016027.1	TMCO5A
ENSECAT00000029688.1	snoU13
ENSECAT00000018059.1	MEIS2
ENSECAT00000011324.1	C15orf41
ENSECAT00000029681.1	U6
ENSECAT00000014987.1	DPH6
ENSECAT00000002385.1	ZNF770
ENSECAT00000017732.1	AQR
ENSECAT00000013669.1	ACTC1
ENSECAT00000020449.1	GJD2
ENSECAT00000024521.1	SCG5
ENSECAT00000002441.1	GREM1
ENSECAT00000026489.1	FMN1
ENSECAT00000016127.1	RYR3
ENSECAT00000016179.1	RYR3
ENSECAT00000016208.1	RYR3
ENSECAT00000016294.1	RYR3
ENSECAT00000016301.1	RYR3
ENSECAT00000016310.1	RYR3
ENSECAT00000019258.1	AVEN
ENSECAT00000002541.1	CHRM5
ENSECAT00000019635.1	EMC7
ENSECAT00000025209.1	KATNBL1
ENSECAT00000027033.1	EMC4
ENSECAT00000027100.1	SLC12A6
ENSECAT00000010543.1	NOP10
ENSECAT00000011163.1	NUTM1
ENSECAT00000011235.1	NUTM1
ENSECAT00000024661.1	LPCAT4
ENSECAT00000005984.1	OR4F15
ENSECAT00000005885.1	OR4Q3
ENSECAT00000006420.1	OR4K15
ENSECAT00000006548.1	OR4K14
ENSECAT00000006575.1	OR4K13
ENSECAT00000006635.1	OR4N5
ENSECAT00000007101.1	OR4L1
ENSECAT00000007154.1	OR4Q2
ENSECAT00000006198.1	OR4K1
ENSECAT00000006242.1	OR4K5
ENSECAT00000006263.1	OR4K2
ENSECAT00000006954.1	OR11H6
ENSECAT00000001060.1	OR11H4
ENSECAT00000013714.1	TTC5
ENSECAT00000022582.1	CCNB1IP1
ENSECAT00000028802.1	SNORA79
ENSECAT00000029421.1	SNORD126
ENSECAT00000029410.1	RNaseP_nuc
ENSECAT00000005903.1	PARP2
ENSECAT00000028561.1	U6
ENSECAT00000011854.1	TEP1
ENSECAT00000021692.1	KLHL33
ENSECAT00000015820.1	OSGEP
ENSECAT00000023904.1	APEX1
ENSECAT00000011265.1	TMEM55B
ENSECAT00000001324.1	RNASE10
ENSECAT00000001471.1	RAK1
ENSECAT00000001522.1	RNASE12
ENSECAT00000002132.1	OR6S1
ENSECAT00000012082.1	RNASE4
ENSECAT00000012091.1	RNASE6
ENSECAT00000012310.1	RNASE1
ENSECAT00000002160.1	RAF1
ENSECAT00000014270.1	METTL17
ENSECAT00000022974.1	SLC39A2
ENSECAT00000025134.1	NDRG2
ENSECAT00000025140.1	NDRG2
ENSECAT00000019930.1	TPPP2
ENSECAT00000023174.1	ARHGEF40
ENSECAT00000023178.1	ARHGEF40
ENSECAT00000014132.1	ZNF219
ENSECAT00000017508.1	TMEM253
ENSECAT00000002353.1	OR5AU1
ENSECAT00000013885.1	RPGRIP1
ENSECAT00000023410.1	SUPT16H
ENSECAT00000017381.1	CHD8
ENSECAT00000017397.1	CHD8
ENSECAT00000027697.1	snoU6-53
ENSECAT00000028076.1	snoU6-53
ENSECAT00000006204.1	RAB2B
ENSECAT00000006807.1	TOX4
ENSECAT00000013973.1	METTL3
ENSECAT00000026292.1	SALL2
ENSECAT00000028231.1	U6
ENSECAT00000002403.1	OR10G3
ENSECAT00000003348.1	OR4E2
ENSECAT00000026726.1	TRAV4
ENSECAT00000013239.1	TRAV29DV5
ENSECAT00000013494.1	TRAV30
ENSECAT00000003631.1	TRAV9-1
ENSECAT00000014887.1	TRAV10
ENSECAT00000027677.1	U6
ENSECAT00000014188.1	TRAV24
ENSECAT00000015140.1	TRAV34
ENSECAT00000017634.1	TRAV39
ENSECAT00000017987.1	TRAV40
ENSECAT00000018274.1	TRAV41
ENSECAT00000019510.1	TRDV2
ENSECAT00000020993.1	TRDC
ENSECAT00000000237.1	TRDV3
ENSECAT00000000342.1	TRAC
ENSECAT00000000457.1	DAD1
ENSECAT00000003088.1	ABHD4
ENSECAT00000016572.1	OXA1L
ENSECAT00000001184.1	SLC7A7
ENSECAT00000008899.1	MMP14
ENSECAT00000009008.1	MMP14
ENSECAT00000024622.1	LRP10
ENSECAT00000010086.1	REM2
ENSECAT00000010291.1	RBM23
ENSECAT00000015685.1	PRMT5
ENSECAT00000010342.1	AJUBA
ENSECAT00000010356.1	AJUBA
ENSECAT00000016346.1	C14orf93
ENSECAT00000018099.1	PSMB5
ENSECAT00000004058.1	PSMB11
ENSECAT00000022804.1	ACIN1
ENSECAT00000011871.1	C1H14ORF119
ENSECAT00000013339.1	CEBPE
ENSECAT00000014970.1	SLC7A8
ENSECAT00000029036.1	RNF212B
ENSECAT00000010795.1	HOMEZ
ENSECAT00000010839.1	BCL2L2
ENSECAT00000012025.1	PABPN1
ENSECAT00000013830.1	SLC22A17
ENSECAT00000028986.1	EFS
ENSECAT00000020054.1	IL25
ENSECAT00000020983.1	CMTM5
ENSECAT00000022901.1	MYHC-ALPHA
ENSECAT00000027502.1	eca-mir-208a
ENSECAT00000023357.1	MHC-1
ENSECAT00000023389.1	MHC-1
ENSECAT00000023469.1	MHC-1
ENSECAT00000028487.1	eca-mir-208b
ENSECAT00000006564.1	NGDN
ENSECAT00000006600.1	NGDN
ENSECAT00000014530.1	ZFHX2
ENSECAT00000015205.1	THTPA
ENSECAT00000016257.1	AP1G2
ENSECAT00000012551.1	JPH4
ENSECAT00000028764.1	5S_rRNA
ENSECAT00000013216.1	DHRS2
ENSECAT00000028932.1	RPS21
ENSECAT00000008253.1	LRRC16B
ENSECAT00000017686.1	CPNE6
ENSECAT00000013434.1	NRL
ENSECAT00000014928.1	PCK2
ENSECAT00000014429.1	FITM1
ENSECAT00000017709.1	PSME1
ENSECAT00000017888.1	EMC9
ENSECAT00000019594.1	PSME2
ENSECAT00000026310.1	IRF9
ENSECAT00000027115.1	REC8
ENSECAT00000016858.1	TSSK4
ENSECAT00000017999.1	CHMP4A
ENSECAT00000020444.1	NEDD8
ENSECAT00000021173.1	GMPR2
ENSECAT00000014592.1	TINF2
ENSECAT00000018986.1	TGM1
ENSECAT00000008097.1	RABGGTA
ENSECAT00000022925.1	DHRS1
ENSECAT00000025998.1	NOP9
ENSECAT00000010892.1	CIDEB
ENSECAT00000004129.1	LTB4R
ENSECAT00000014276.1	ADCY4
ENSECAT00000009011.1	RIPK3
ENSECAT00000011481.1	NFATC4
ENSECAT00000014741.1	CBLN3
ENSECAT00000017435.1	NYNRIN
ENSECAT00000017520.1	NYNRIN
ENSECAT00000022864.1	KHNYN
ENSECAT00000024876.1	SDR39U1
ENSECAT00000008429.1	GZMH
ENSECAT00000017690.1	STXBP6
ENSECAT00000029809.1	SNORD112
ENSECAT00000018006.1	NOVA1
ENSECAT00000027250.1	U6
ENSECAT00000004414.1	FOXG1
ENSECAT00000027766.1	SNORA1
ENSECAT00000006917.1	PRKD1
ENSECAT00000006925.1	PRKD1
ENSECAT00000029417.1	U6
ENSECAT00000028660.1	5S_rRNA
ENSECAT00000022357.1	G2E3
ENSECAT00000005627.1	SCFD1
ENSECAT00000023540.1	COCH
ENSECAT00000011294.1	STRN3
ENSECAT00000011346.1	STRN3
ENSECAT00000029487.1	U6
ENSECAT00000029263.1	7SK
ENSECAT00000023242.1	AP4S1
ENSECAT00000025538.1	HECTD1
ENSECAT00000025553.1	HECTD1
ENSECAT00000017428.1	HEATR5A
ENSECAT00000017354.1	NUBPL
ENSECAT00000018331.1	ARHGAP5
ENSECAT00000028026.1	U6
ENSECAT00000027870.1	U6
ENSECAT00000021183.1	AKAP6
ENSECAT00000027402.1	U4
ENSECAT00000005524.1	EGLN3
ENSECAT00000004529.1	SPTSSA
ENSECAT00000009926.1	EAPP
ENSECAT00000028602.1	U1
ENSECAT00000028463.1	U1
ENSECAT00000027997.1	U1
ENSECAT00000027985.1	U1
ENSECAT00000013453.1	SNX6
ENSECAT00000000504.1	CFL2
ENSECAT00000008241.1	BAZ1A
ENSECAT00000008262.1	BAZ1A
ENSECAT00000019578.1	SRP54
ENSECAT00000012948.1	FAM177A1
ENSECAT00000016150.1	PPP2R3C
ENSECAT00000023920.1	PSMA6
ENSECAT00000025226.1	NFKBIA
ENSECAT00000026884.1	INSM2
ENSECAT00000026965.1	RALGAPA1
ENSECAT00000014324.1	BRMS1L
ENSECAT00000014419.1	BRMS1L
ENSECAT00000024001.1	MBIP
ENSECAT00000025139.1	NKX2-1
ENSECAT00000025346.1	NKX2-8
ENSECAT00000025471.1	PAX9
ENSECAT00000003257.1	SLC25A21
ENSECAT00000029062.1	MIPOL1
ENSECAT00000010516.1	TTC6
ENSECAT00000004640.1	SSTR1
ENSECAT00000004667.1	CLEC14A
ENSECAT00000015442.1	SEC23A
ENSECAT00000007843.1	GEMIN2
ENSECAT00000012263.1	TRAPPC6B
ENSECAT00000012541.1	PNN
ENSECAT00000023149.1	FBXO33
ENSECAT00000027399.1	U6
ENSECAT00000025831.1	LRFN5
ENSECAT00000028510.1	U6
ENSECAT00000005974.1	FSCB
ENSECAT00000007092.1	C14orf28
ENSECAT00000008846.1	KLHL28
ENSECAT00000004781.1	CDC42
ENSECAT00000012150.1	FAM179B
ENSECAT00000016272.1	PRPF39
ENSECAT00000029276.1	SNORD127
ENSECAT00000019341.1	FKBP3
ENSECAT00000019912.1	FANCM
ENSECAT00000029347.1	U6
ENSECAT00000004937.1	RPL10L
ENSECAT00000007899.1	MDGA2
ENSECAT00000012143.1	RPS29
ENSECAT00000012407.1	LRR1
ENSECAT00000005043.1	MGAT2
ENSECAT00000014376.1	POLE2
ENSECAT00000023709.1	KLHDC1
ENSECAT00000010478.1	KLHDC2
ENSECAT00000018909.1	NEMF
ENSECAT00000018933.1	NEMF
ENSECAT00000005102.1	ARF6
ENSECAT00000026210.1	VCPKMT
ENSECAT00000006552.1	SOS2
ENSECAT00000021713.1	L2HGDH
ENSECAT00000005162.1	TMA7
ENSECAT00000023948.1	ATP5S
ENSECAT00000024698.1	CDKL1
ENSECAT00000024721.1	CDKL1
ENSECAT00000005961.1	MAP4K5
ENSECAT00000009039.1	ATL1
ENSECAT00000021927.1	SAV1
ENSECAT00000000630.1	NIN
ENSECAT00000009606.1	ABHD12B
ENSECAT00000013037.1	PYGL
